Date,Sales_Brot,Sales_Broetchen,Sales_Croissant,Sales_Konditorei,Sales_Kuchen,Sales_Saisonbrot,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,holiday,holiday_1_weihnachtstag,holiday_2_weihnachtstag,holiday_christi_himmelfahrt,holiday_karfreitag,holiday_neujahr,holiday_ostermontag,holiday_ostersonntag,holiday_pfingstmontag,holiday_pfingstsonntag,holiday_reformationstag,holiday_tag_der_arbeit,holiday_tag_der_deutschen_einheit,school_holiday,school_holiday_herbstferien,school_holiday_osterferien,school_holiday_pfingstferien,school_holiday_sommerferien,school_holiday_weihnachtsferien,KielerWoche,weekday,month,dayofmonth,dayofyear,year
2014-08-13,129.960879412869,677.2825642663121,333.616342702918,76.235138727592,410.801127074541,0.0,2.0,20.9375,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,sommerferien,0,0,0,1,0,0,2,8,13,225,14
2014-08-14,162.31205925601802,678.815717852276,339.910400493007,57.228025662450705,355.66611994245596,0.0,7.0,18.05,10,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,sommerferien,0,0,0,1,0,0,3,8,14,226,14
2014-08-15,232.668688554884,693.284904927365,335.82007347829,87.458687582647,387.52608565900704,0.0,6.0,18.3625,8,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,sommerferien,0,0,0,1,0,0,4,8,15,227,14
2014-08-16,229.321098599377,799.707903247338,398.43970150484705,72.4171950384352,434.075054526158,0.0,6.0,17.2,15,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,sommerferien,0,0,0,1,0,0,5,8,16,228,14
2014-08-17,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.65,13,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,sommerferien,0,0,0,1,0,0,6,8,17,229,14
2014-08-18,204.943578961263,764.8109213878081,452.006265844125,142.146441343042,556.679926797148,0.0,6.0,15.2,15,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,sommerferien,0,0,0,1,0,0,0,8,18,230,14
2014-08-19,157.516513226105,628.966445772187,292.31803993042,57.8173464999656,346.554678770709,0.0,6.0,14.0875,12,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,sommerferien,0,0,0,1,0,0,1,8,19,231,14
2014-08-20,175.19485795297797,643.938175647555,266.702414649788,79.27951511809451,357.68282117650597,0.0,5.0,15.675,17,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,sommerferien,0,0,0,1,0,0,2,8,20,232,14
2014-08-21,177.59614021373002,619.405496973352,328.98244802647,129.380176748505,344.591031316145,0.0,5.0,16.2625,11,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,sommerferien,0,0,0,1,0,0,3,8,21,233,14
2014-08-22,196.422158119718,648.097075152002,327.903442796523,141.593761741229,379.972535118436,0.0,7.0,16.325,12,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,sommerferien,0,0,0,1,0,0,4,8,22,234,14
2014-08-23,226.63305366147597,811.164148879375,436.06101870704805,83.6088309577645,417.46300684192903,0.0,4.0,15.9875,11,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,sommerferien,0,0,0,1,0,0,5,8,23,235,14
2014-08-24,151.92596848666702,861.503164156281,363.97411703764703,153.573168857594,458.285490286472,0.0,3.0,16.3125,20,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,24,236,14
2014-08-25,202.24534165522599,453.730646773893,253.32067905636,86.65792119502991,261.569599386496,0.0,5.0,14.7875,13,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,237,14
2014-08-26,143.842260185182,468.64704694954696,212.353122239622,64.7300809868511,297.826898355689,0.0,3.0,17.325,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,26,238,14
2014-08-27,141.124540763453,552.6312351547821,203.47656887381,91.75960128188031,357.73210120897204,0.0,1.0,19.875,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,27,239,14
2014-08-28,147.59794847913,531.716288092032,251.865349600569,62.5912389709587,279.80996962599,0.0,0.0,19.75,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,28,240,14
2014-08-29,119.001507763099,523.6972813035769,256.780128275747,82.0627400312176,287.276593971779,0.0,5.0,19.125,12,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,29,241,14
2014-08-30,162.81504486744,663.358329683797,295.555330754378,73.6875276947211,308.20738509792704,0.0,7.0,17.75,9,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,30,242,14
2014-08-31,136.994199378168,636.485647070072,253.800184477715,173.204821790261,399.571169014924,0.0,7.0,16.375,8,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,31,243,14
2014-09-01,192.583927536972,482.354587353566,226.543273328489,0.0,295.524396420605,0.0,7.0,17.875,12,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,244,14
2014-09-02,93.4032112729648,458.402237519055,240.28548033353698,57.3142573687701,288.614038229533,0.0,2.0,18.375,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,245,14
2014-09-03,128.100882145258,472.100194205842,234.73874560595902,87.8687082235248,318.657254851078,0.0,2.0,18.75,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,3,246,14
2014-09-04,118.73227480237499,450.13164725031197,223.14336097666902,72.2598802255058,375.15242387934796,0.0,0.0,20.0,15,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,247,14
2014-09-05,168.798990410438,486.12036681175204,207.795889822214,100.039080697173,414.188447957927,0.0,2.0,21.375,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,248,14
2014-09-06,165.47761720591998,631.796059601553,250.55328368274,81.5506858317984,379.47816330191705,0.0,2.0,24.0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,249,14
2014-09-07,48.9648440975496,611.7294748742839,268.503120177705,121.70644713533001,305.32143010071,0.0,5.0,20.0,6,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,7,250,14
2014-09-08,177.361261107402,362.94350360382003,181.481306520206,76.831488372097,235.07380291637298,0.0,4.0,17.375,12,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,251,14
2014-09-09,128.017374563252,417.30964732128797,194.81255658949797,44.955530911316096,293.590296834253,0.0,6.0,17.125,16,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,252,14
2014-09-10,173.54629964713902,400.83119972292997,166.415961416606,0.0,300.968840698784,0.0,2.0,18.625,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,10,253,14
2014-09-11,165.169051552497,438.949019339398,160.69566581164,85.16868270070371,279.576229303086,0.0,4.0,17.375,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,254,14
2014-09-12,130.3659563908,394.09706372427297,163.496291050293,86.8549239870084,308.339123895824,0.0,1.0,18.25,11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,255,14
2014-09-13,152.497010928097,579.4418472318621,202.68023306936297,95.0356469783593,368.08036123657996,0.0,7.0,17.0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,13,256,14
2014-09-14,60.5960658536456,567.700325745729,225.77641904842702,61.64966103623421,308.18471248163996,0.0,7.0,17.625,14,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,257,14
2014-09-15,154.556691403417,329.771125793257,168.5821507078,65.4469957924061,246.36195225827703,0.0,2.0,19.75,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,258,14
2014-09-16,106.657464651771,398.175977428321,158.588637787684,89.2613596631694,260.556443386613,0.0,0.0,20.125,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,16,259,14
2014-09-17,140.230426469916,397.847841818431,141.710275930971,42.4632525722224,328.670868886296,0.0,1.0,19.875,18,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,17,260,14
2014-09-18,168.76738324178498,397.178925069403,153.185621725663,66.15994622791641,310.703033895321,0.0,0.0,20.5,13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,18,261,14
2014-09-19,140.144453118865,402.24489458953497,181.192284839408,67.7692374014595,332.883133774602,0.0,0.0,20.75,9,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,19,262,14
2014-09-20,197.959086294477,569.825965185954,238.229987099986,92.9711766878255,373.742122406735,0.0,3.0,19.375,7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,20,263,14
2014-09-21,80.5859142164798,602.711358590014,252.01281267079702,137.727348019177,402.98993583142504,0.0,4.0,17.0,15,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,21,264,14
2014-09-22,134.865103794751,381.105485691034,154.947972943461,0.0,270.105696755365,0.0,6.0,13.0,17,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,22,265,14
2014-09-23,140.774695330895,395.311723669985,159.108501716463,59.5734018328688,276.659712997343,0.0,4.0,14.75,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,23,266,14
2014-09-24,108.711123767423,366.573708065858,152.306301086813,61.6804845934115,271.173455994606,0.0,7.0,15.375,10,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,24,267,14
2014-09-25,108.067086651751,354.84074453632303,143.33681639368402,43.0705910015315,298.012563106301,0.0,7.0,14.5,17,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,25,268,14
2014-09-26,117.37742996087098,379.344936641425,144.76972512299298,64.1347190059562,350.315063045348,0.0,7.0,16.75,13,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,26,269,14
2014-09-27,139.171163845637,474.89364807077993,210.20969581799,78.5482535287746,291.624712216349,0.0,2.0,16.375,14,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,27,270,14
2014-09-28,60.4829614839036,531.9382947545939,188.273053603534,97.32621954371609,259.829447609604,0.0,4.0,18.5,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,28,271,14
2014-09-29,146.640779180328,383.189548824255,159.611110099364,56.6829857088611,299.916302228623,0.0,6.0,18.125,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,29,272,14
2014-09-30,125.317010604255,419.29540938414397,171.708864102195,83.57188589443379,297.20876579817997,0.0,7.0,16.5,5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,30,273,14
2014-10-01,159.473253138624,416.001423907184,150.620021574618,73.4335227011685,290.758945021528,0.0,6.0,17.75,6,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,1,274,14
2014-10-02,183.411275500045,441.737318758307,164.42041516337,121.311910293281,330.469152570208,0.0,6.0,18.0,6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,275,14
2014-10-03,62.59119155926601,707.739671966281,269.827117830639,139.076621627262,392.78227452548,0.0,3.0,20.0,6,10.0,Tag der deutschen Einheit,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,10,3,276,14
2014-10-04,194.365187583031,677.822064186239,281.757971200957,107.33262511625601,415.416761967546,0.0,0.0,18.5,8,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,4,277,14
2014-10-05,82.1342445154272,773.738416673644,233.405843203076,153.449384381621,278.213851451937,0.0,1.0,16.25,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,5,278,14
2014-10-06,178.335670094664,469.08880026482,228.63970118284303,121.02917432084499,292.144384912168,0.0,2.0,15.75,15,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,279,14
2014-10-07,141.858863346968,484.578575879817,220.54148482661202,98.64064130254108,286.042301895173,0.0,7.0,13.0,10,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,7,280,14
2014-10-08,134.873921318631,470.174747308647,265.681560003117,93.0857225354518,297.885541145047,0.0,6.0,14.125,10,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,8,281,14
2014-10-09,134.324856819578,487.357429909293,221.056406388694,109.98402069292801,308.54914179108897,0.0,5.0,17.875,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,9,282,14
2014-10-10,132.317020180874,472.06895732706397,240.813212235927,0.0,350.091305190491,0.0,4.0,16.375,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,283,14
2014-10-11,181.071063711796,570.9333229296029,268.913132488207,115.088270399923,413.469929038277,0.0,3.0,17.0,5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,11,284,14
2014-10-12,97.98502263945329,599.265107232525,285.661904186498,169.310379668465,347.908417458128,0.0,5.0,15.125,7,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,12,285,14
2014-10-13,129.87838325893802,451.010836320036,199.08864665056197,95.5543324237472,290.088719702625,0.0,7.0,12.625,12,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,0,10,13,286,14
2014-10-14,175.011253800233,448.670332736577,238.238016495687,94.2003510325564,311.629970945777,0.0,6.0,14.0,5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,1,10,14,287,14
2014-10-15,206.83820907080002,512.1307823851799,218.84588480572103,86.8965837803107,316.987211749477,0.0,7.0,13.875,6,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,2,10,15,288,14
2014-10-16,147.570549356915,442.369110603724,208.715269211929,88.32737767630509,267.647733878274,0.0,7.0,13.5,6,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,3,10,16,289,14
2014-10-17,144.357853437456,466.802718980504,192.376184914232,66.2492456777236,297.57715566956796,0.0,7.0,14.375,10,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,4,10,17,290,14
2014-10-18,158.152130377889,704.513358167715,287.15749879148996,88.9035251767277,332.713956919627,0.0,7.0,15.25,7,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,5,10,18,291,14
2014-10-19,58.853409610356294,641.165146886643,234.53019528556302,113.13109789747601,322.71968105362004,0.0,7.0,17.375,13,95.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,6,10,19,292,14
2014-10-20,158.382558902343,384.84183305626703,175.081904091899,71.677546297344,297.640509637545,0.0,6.0,14.625,18,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,0,10,20,293,14
2014-10-21,125.363981222897,407.362339131089,184.64370597200698,60.7824435466895,291.70454422956,0.0,7.0,12.5,9,63.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,1,10,21,294,14
2014-10-22,127.765051280508,418.311469787191,165.295512198228,84.0627079906616,285.171826857881,0.0,6.0,13.0,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,2,10,22,295,14
2014-10-23,144.21773201943998,445.28413824629797,153.061273429423,84.836446255569,283.177784823415,0.0,6.0,13.125,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,3,10,23,296,14
2014-10-24,203.173639154115,452.520410554465,187.233285079945,55.07257036090421,318.98203089171903,23.0977466534648,7.0,13.5,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,4,10,24,297,14
2014-10-25,191.425316581712,546.509665264924,247.12995265692,103.274974415436,307.448143380371,0.0,7.0,12.125,7,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,herbstferien,1,0,0,0,0,0,5,10,25,298,14
2014-10-26,116.487886781866,623.565486683245,312.55596224518996,161.676201511044,370.536705154412,47.82832145261029,5.0,12.75,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,26,299,14
2014-10-27,121.41697083625601,408.22959412462797,173.88397546399298,99.26344429633491,310.262575184375,38.0965377883095,2.0,14.5,9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,300,14
2014-10-28,136.09426867676902,467.694413731179,271.450402165107,81.6837671880442,307.173402745835,39.358650683243,0.0,13.875,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,28,301,14
2014-10-29,103.56955433681802,411.213305357583,209.32399744082,55.90600095200911,300.108640695685,0.0,7.0,8.375,7,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,29,302,14
2014-10-30,122.18216764664,451.61766494583503,205.58437120491502,75.6116667723772,312.493530897156,35.9657088065008,2.0,10.625,5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,30,303,14
2014-10-31,132.48627925404801,404.579872169049,278.57531083811796,52.9074695440103,303.662931280765,0.0,8.0,12.875,5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,31,304,14
2014-11-01,142.507059241702,501.127170965679,266.527079383546,79.5177877444727,355.95764486704,44.1953036347997,2.0,16.5,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,305,14
2014-11-02,99.288586999622,643.077472226689,273.830726677708,148.665068032433,304.404961254638,54.444257086228,3.0,15.375,10,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,2,306,14
2014-11-03,137.82287957754602,385.89348752125505,152.46208361902902,52.609826768817996,318.359097251893,38.554576703556705,4.0,13.75,12,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,307,14
2014-11-04,103.12374756360701,341.43332317773496,154.085370382359,56.3444577705587,311.11291699395304,23.942753855004803,7.0,11.625,8,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,4,308,14
2014-11-05,113.078967477055,325.21061769105,159.090625700351,79.5612659468646,293.386428880751,51.413595598029296,7.0,9.5,11,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,5,309,14
2014-11-06,138.399464430445,367.7203968189,146.243073140116,61.5654831293085,302.471760829603,44.904409068340996,5.0,8.875,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,310,14
2014-11-07,125.3258349714,352.071739490799,147.571392484558,63.3356111115402,331.374093763533,58.39794578353371,0.0,8.625,9,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,311,14
2014-11-08,165.663474985222,521.988816053164,228.618970821628,67.02086431468139,300.671884481524,25.307690244979998,6.0,10.25,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,8,312,14
2014-11-09,118.446930009839,686.670651764737,299.926171597523,140.81601620882,376.12401809296404,60.7173201489965,3.0,10.625,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,9,313,14
2014-11-10,132.450933802593,316.334010323171,135.031553992339,71.58775990766941,260.94958385302004,26.7954419057105,6.0,8.75,7,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,314,14
2014-11-11,122.88507885396601,297.976942376189,120.901976854138,69.44918592133571,274.56736736113703,66.2692316252081,2.0,8.625,7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,11,315,14
2014-11-12,95.34819991887458,341.294225591248,118.807593053289,55.987518866401395,271.038875100822,60.30463041709329,7.0,9.75,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,12,316,14
2014-11-13,143.750350209673,313.889092710271,141.896558357674,72.5288404761461,300.536047097898,63.2351828959052,7.0,10.75,4,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,13,317,14
2014-11-14,133.77429991274,333.817583254463,120.27634408125601,69.9956456436556,270.17073866687804,59.0315464290955,7.0,10.75,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,14,318,14
2014-11-15,157.956829595601,422.089000189331,167.04077705486,68.79136410000379,272.111564708918,41.7599504315043,8.0,9.25,14,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,15,319,14
2014-11-16,69.2794517983636,657.334905297112,201.42473329250302,84.7844611971686,302.56395917644,74.00882957853159,7.0,8.0,14,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,16,320,14
2014-11-17,138.752246637463,332.904975201731,142.187975485762,101.57042826505501,291.791673557402,0.0,7.0,9.625,7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,17,321,14
2014-11-18,134.68843263499,263.379736825833,153.386557030339,55.795195679035,217.233982595645,19.778355446071103,7.0,8.875,13,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,18,322,14
2014-11-19,131.262024072649,289.90925853077596,116.091362635133,0.0,218.316894752112,29.262002664415398,7.0,8.5,11,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,19,323,14
2014-11-20,131.314789763352,281.963424468143,122.334994595738,53.0426254821259,247.239241255711,56.2274579096792,5.0,6.125,7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,20,324,14
2014-11-21,142.895603194534,319.57590091163996,154.17927135206997,60.716988543211606,274.88491613496603,88.96104119867441,6.0,6.5,5,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,21,325,14
2014-11-22,92.6616360079896,453.568987542716,185.123069490112,54.653048469861204,268.133001971901,35.073728721772696,7.0,5.75,9,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,22,326,14
2014-11-23,88.8532704507342,669.96766227908,260.295502050464,155.339006239265,339.335191808283,52.3718362768318,6.0,6.75,7,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,23,327,14
2014-11-24,135.495058395216,308.91088583384703,144.604223952278,61.480769611053105,253.97910553198798,40.7631123393519,3.0,9.375,10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,24,328,14
2014-11-25,125.776456029191,296.604331640713,162.109721535091,68.32223129416501,247.035921813103,62.0455462711679,0.0,6.875,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,25,329,14
2014-11-26,98.5421347532514,289.631522698695,136.466308797577,85.68767580753351,262.253249103266,66.33349453043239,3.0,5.625,8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,26,330,14
2014-11-27,114.36674051771001,295.530738816532,133.929603775867,76.75158406088092,240.231661734869,63.8333927968917,0.0,4.5,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,27,331,14
2014-11-28,125.770265298128,304.30065367048303,136.272146510191,81.86890545595931,247.752074639689,87.77473667126829,6.0,1.625,16,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,28,332,14
2014-11-29,143.276224653699,409.32955048110705,180.203086819412,72.0348065153357,302.043216833243,96.2641065476009,8.0,1.0,10,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,29,333,14
2014-11-30,70.5238191319592,663.600383039894,209.35721781795502,141.988989801749,363.220371450019,73.7361861778039,8.0,0.0,11,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,30,334,14
2014-12-01,128.45411530834298,270.594408452574,119.42792617514601,76.6177603369995,256.608163788753,69.3729485294007,7.0,-2.0,13,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,335,14
2014-12-02,154.242632883405,275.978325664349,114.34479237204799,59.393866963155006,265.93368853494803,83.86564325831779,8.0,-3.0,7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,336,14
2014-12-03,133.99080245511,263.707717313025,107.966860484541,80.1027639864662,246.937134202885,77.7390714956598,7.0,0.625,10,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,3,337,14
2014-12-04,124.167763102648,277.730660490861,118.98058832835899,69.34761961253061,251.03575101957,67.78720340722779,8.0,3.75,9,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,338,14
2014-12-05,83.5104305885102,251.296113439956,102.714262360814,0.0,249.46606700443502,86.1390388088521,7.0,2.0,7,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,5,339,14
2014-12-06,127.894073901772,425.235714224439,137.072212637344,59.2833325563655,291.61851167121,172.865984852132,2.0,5.75,7,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,6,340,14
2014-12-07,75.5129227390682,579.7424645363569,176.39883835949797,133.440216757033,276.651944705429,81.806920744225,7.0,4.875,12,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,7,341,14
2014-12-08,102.678761832615,256.596029206385,85.1221580572805,40.9779581868443,235.384838232977,67.11015122024979,7.0,3.25,8,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,342,14
2014-12-09,110.476546068652,264.88162473469896,110.188826181187,71.15456007713891,272.828962614376,72.96587645601991,8.0,2.125,9,45.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,9,343,14
