date,sales_brot,sales_broetchen,sales_croissant,sales_konditorei,sales_kuchen,sales_saisonbrot,bewoelkung,temperatur,windgeschwindigkeit,wettercode,kielerwoche,holiday,holiday_1_weihnachtstag,holiday_2_weihnachtstag,holiday_christi_himmelfahrt,holiday_karfreitag,holiday_neujahr,holiday_ostermontag,holiday_pfingstmontag,holiday_reformationstag,holiday_tag_der_arbeit,holiday_tag_der_deutschen_einhei,school_holiday,school_holiday_herbstferien,school_holiday_osterferien,school_holiday_pfingstferien,school_holiday_sommerferien,school_holiday_weihnachtsferien,weekday,month,day,year,holiday_total
"2014-07-02,130.3536,409.9898,221.6443,72.30681,276.1241,0,6,17.1125,15,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,7,2,2,0"
"2014-07-03,158.2106,417.5825,153.5368,70.71597,312.121,0,7,20.4,9,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,7,3,3,0"
"2014-07-04,112.9038,438.3232,173.6274,55.64373,237.1797,0,0,26.9375,10,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,7,4,4,0"
"2014-07-05,150.9793,576.843,264.2503,59.34982,266.3186,0,6,24.5875,10,65,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,7,5,5,0"
"2014-07-06,84.80424,538.6015,233.4656,104.9986,328.5479,0,5,25.2375,6,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,7,6,6,0"
"2014-07-07,142.2414,464.4351,178.2491,115.2134,250.7011,0,5,20.8,10,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,7,7,7,0"
"2014-07-08,109.6065,497.8699,168.6499,87.67088,279.7188,0,7,19.6,15,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,7,8,8,0"
"2014-07-09,116.7522,494.2529,228.1191,83.47724,307.6465,0,0,24.65,24,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,7,9,9,0"
"2014-07-10,132.7247,531.3537,223.6191,63.66869,277.4005,0,0,24.75714,18,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,7,10,10,0"
"2014-07-11,180.7115,574.8766,247.3818,72.8644,274.7797,0,1,22.9375,18,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,7,11,11,0"
"2014-07-12,142.3311,668.2797,320.0663,56.73259,325.7124,0,0,20.375,12,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,7,12,12,0"
"2014-07-13,80.45312,755.5852,273.9408,140.5348,354.5179,0,7,18.6,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,7,13,13,0"
"2014-07-14,153.6985,549.5165,253.5537,80.74916,271.3157,0,7,19.45,15,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,0,7,14,14,0"
"2014-07-15,157.385,544.6277,264.7346,60.37572,314.4818,0,6,22.2625,9,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,1,7,15,15,0"
"2014-07-16,158.6805,558.2014,293.5493,75.70947,323.6327,0,6,19.4125,7,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,2,7,16,16,0"
"2014-07-17,160.5229,601.5475,279.7554,44.5837,290.3719,0,4,22.7625,7,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,3,7,17,17,0"
"2014-07-18,119.811,611.7608,320.6935,65.17589,279.6066,0,1,26.05,10,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,4,7,18,18,0"
"2014-07-19,144.7855,758.0077,366.4596,63.93966,305.4065,0,0,28.0625,13,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,5,7,19,19,0"
"2014-07-20,111.9903,780.8842,339.902,113.343,365.5304,0,3,24.3125,15,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,6,7,20,20,0"
"2014-07-21,137.703,603.8607,229.036,74.31762,384.7227,0,0,23.4875,19,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,0,7,21,21,0"
"2014-07-22,152.1342,613.0266,242.5524,64.33797,288.4853,0,0,24.9875,14,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,1,7,22,22,0"
"2014-07-23,144.3919,588.6045,287.6336,62.01332,299.9754,0,0,25,14,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,2,7,23,23,0"
"2014-07-24,163.3099,571.881,299.2895,55.58127,285.8134,0,0,24.8375,11,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,3,7,24,24,0"
"2014-07-25,145.1318,570.6299,272.2411,72.47007,310.3805,0,0,26.325,18,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,4,7,25,25,0"
"2014-07-26,171.3215,685.4995,325.5759,54.47853,318.1917,0,6,22.375,10,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,5,7,26,26,0"
"2014-07-27,90.18163,782.1783,336.7029,130.3421,360.0724,0,3,25.55,12,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,6,7,27,27,0"
"2014-07-28,157.8138,630.1709,288.5024,68.33749,309.2217,0,0,24.7625,7,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,0,7,28,28,0"
"2014-07-29,144.455,613.2068,287.8948,89.73779,324.4276,0,0,25.35,10,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,1,7,29,29,0"
"2014-07-30,137.8684,621.0135,322.8759,0,315.9848,0,6,22.925,12,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,2,7,30,30,0"
"2014-07-31,174.3337,600.5013,309.0793,0,342.6821,0,3,22.4375,12,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,3,7,31,31,0"
"2014-08-01,153.9662,607.9462,319.5008,55.4922,338.0818,0,1,26.725,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,4,8,1,1,0"
"2014-08-02,189.4441,792.653,371.3179,71.24448,366.8615,0,2,26.0875,12,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,5,8,2,2,0"
"2014-08-03,75.38069,771.2513,343.4379,100.9646,290.0097,0,5,23.0875,9,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,6,8,3,3,0"
"2014-08-04,190.6313,698.0727,297.3678,79.88957,316.7779,0,6,22.5125,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,0,8,4,4,0"
"2014-08-05,158.4812,686.6511,368.1778,0,309.3731,0,5,23.0875,10,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,1,8,5,5,0"
"2014-08-06,140.0033,716.4771,445.6012,97.11307,319.5692,0,0,22.825,10,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,2,8,6,6,0"
"2014-08-07,172.4936,716.1055,369.4633,47.31997,368.6947,0,7,20.3125,6,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,3,8,7,7,0"
"2014-08-08,194.2267,758.9905,403.3671,0,381.2072,0,3,22.725,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,4,8,8,8,0"
"2014-08-09,216.7901,874.9067,421.553,0,445.0266,0,6,20.1,17,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,5,8,9,9,0"
"2014-08-10,98.59195,745.2593,361.158,151.0939,381.0818,0,6,23.1,12,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,6,8,10,10,0"
"2014-08-11,186.8433,653.8683,333.6724,91.19635,330.3158,0,4,20.075,13,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,0,8,11,11,0"
"2014-08-12,155.6331,664.2408,358.7294,63.21676,334.429,0,5,16.9125,12,95,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,1,8,12,12,0"
"2014-08-13,129.9609,677.2826,333.6163,76.23514,410.8011,0,2,20.9375,10,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,2,8,13,13,0"
"2014-08-14,162.3121,678.8157,339.9104,57.22803,355.6661,0,7,18.05,10,65,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,3,8,14,14,0"
"2014-08-15,232.6687,693.2849,335.8201,87.45869,387.5261,0,6,18.3625,8,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,4,8,15,15,0"
"2014-08-16,229.3211,799.7079,398.4397,72.4172,434.075,0,6,17.2,15,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,5,8,16,16,0"
"2014-08-18,204.9436,764.8109,452.0063,142.1464,556.6799,0,6,15.2,15,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,0,8,18,18,0"
"2014-08-19,157.5165,628.9664,292.3181,57.81734,346.5547,0,6,14.0875,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,1,8,19,19,0"
"2014-08-20,175.1949,643.9382,266.7024,79.27952,357.6828,0,5,15.675,17,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,2,8,20,20,0"
"2014-08-21,177.5961,619.4055,328.9825,129.3802,344.591,0,5,16.2625,11,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,3,8,21,21,0"
"2014-08-22,196.4222,648.097,327.9034,141.5938,379.9725,0,7,16.325,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,4,8,22,22,0"
"2014-08-23,226.6331,811.1641,436.061,83.60883,417.463,0,4,15.9875,11,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""sommerferien"",0,0,0,1,0,5,8,23,23,0"
"2014-08-24,151.926,861.5032,363.9741,153.5732,458.2855,0,3,16.3125,20,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,8,24,24,0"
"2014-08-25,202.2453,453.7307,253.3207,86.65792,261.5696,0,5,14.7875,13,65,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,8,25,25,0"
"2014-08-26,143.8423,468.647,212.3531,64.73008,297.8269,0,3,17.325,7,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,8,26,26,0"
"2014-08-27,141.1245,552.6312,203.4766,91.7596,357.7321,0,1,19.875,9,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,8,27,27,0"
"2014-08-28,147.5979,531.7163,251.8654,62.59124,279.81,0,0,19.75,9,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,8,28,28,0"
"2014-08-29,119.0015,523.6973,256.7801,82.06274,287.2766,0,5,19.125,12,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,8,29,29,0"
"2014-08-30,162.815,663.3583,295.5553,73.68753,308.2074,0,7,17.75,9,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,8,30,30,0"
"2014-08-31,136.9942,636.4857,253.8002,173.2048,399.5712,0,7,16.375,8,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,8,31,31,0"
"2014-09-01,192.5839,482.3546,226.5433,0,295.5244,0,7,17.875,12,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,9,1,1,0"
"2014-09-02,93.40321,458.4023,240.2855,57.31426,288.614,0,2,18.375,13,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,9,2,2,0"
"2014-09-03,128.1009,472.1002,234.7387,87.86871,318.6573,0,2,18.75,13,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,9,3,3,0"
"2014-09-04,118.7323,450.1317,223.1434,72.25988,375.1524,0,0,20,15,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,9,4,4,0"
"2014-09-05,168.799,486.1204,207.7959,100.0391,414.1884,0,2,21.375,10,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,9,5,5,0"
"2014-09-06,165.4776,631.7961,250.5533,81.55068,379.4781,0,2,24,5,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,9,6,6,0"
"2014-09-07,48.96484,611.7295,268.5031,121.7064,305.3214,0,5,20,6,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,9,7,7,0"
"2014-09-08,177.3613,362.9435,181.4813,76.83149,235.0738,0,4,17.375,12,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,9,8,8,0"
"2014-09-09,128.0174,417.3097,194.8126,44.95553,293.5903,0,6,17.125,16,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,9,9,9,0"
"2014-09-10,173.5463,400.8312,166.416,0,300.9688,0,2,18.625,12,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,9,10,10,0"
"2014-09-11,165.1691,438.949,160.6957,85.16869,279.5762,0,4,17.375,13,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,9,11,11,0"
"2014-09-12,130.366,394.0971,163.4963,86.85493,308.3391,0,1,18.25,11,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,9,12,12,0"
"2014-09-13,152.497,579.4418,202.6802,95.03564,368.0804,0,7,17,12,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,9,13,13,0"
"2014-09-14,60.59607,567.7003,225.7764,61.64966,308.1847,0,7,17.625,14,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,9,14,14,0"
"2014-09-15,154.5567,329.7711,168.5822,65.447,246.362,0,2,19.75,13,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,9,15,15,0"
"2014-09-16,106.6575,398.176,158.5886,89.26136,260.5565,0,0,20.125,13,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,9,16,16,0"
"2014-09-17,140.2304,397.8478,141.7103,42.46325,328.6709,0,1,19.875,18,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,9,17,17,0"
"2014-09-18,168.7674,397.1789,153.1856,66.15994,310.703,0,0,20.5,13,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,9,18,18,0"
"2014-09-19,140.1445,402.2449,181.1923,67.76923,332.8831,0,0,20.75,9,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,9,19,19,0"
"2014-09-20,197.9591,569.826,238.23,92.97118,373.7421,0,3,19.375,7,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,9,20,20,0"
"2014-09-21,80.58591,602.7114,252.0128,137.7273,402.9899,0,4,17,15,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,9,21,21,0"
"2014-09-22,134.8651,381.1055,154.948,0,270.1057,0,6,13,17,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,9,22,22,0"
"2014-09-23,140.7747,395.3117,159.1085,59.5734,276.6597,0,4,14.75,6,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,9,23,23,0"
"2014-09-24,108.7111,366.5737,152.3063,61.68048,271.1735,0,7,15.375,10,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,9,24,24,0"
"2014-09-25,108.0671,354.8408,143.3368,43.07059,298.0126,0,7,14.5,17,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,9,25,25,0"
"2014-09-26,117.3774,379.3449,144.7697,64.13472,350.3151,0,7,16.75,13,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,9,26,26,0"
"2014-09-27,139.1712,474.8936,210.2097,78.54826,291.6247,0,2,16.375,14,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,9,27,27,0"
"2014-09-28,60.48296,531.9383,188.2731,97.32622,259.8294,0,4,18.5,7,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,9,28,28,0"
"2014-09-29,146.6408,383.1895,159.6111,56.68299,299.9163,0,6,18.125,6,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,9,29,29,0"
"2014-09-30,125.317,419.2954,171.7089,83.57188,297.2088,0,7,16.5,5,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,9,30,30,0"
"2014-10-01,159.4733,416.0014,150.62,73.43353,290.7589,0,6,17.75,6,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,10,1,1,0"
"2014-10-02,183.4113,441.7373,164.4204,121.3119,330.4691,0,6,18,6,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,10,2,2,0"
"2014-10-03,62.59119,707.7397,269.8271,139.0766,392.7823,0,3,20,6,10,0,""Tag der deutschen Einheit"",0,0,0,0,0,0,0,0,0,1,""0"",0,0,0,0,0,4,10,3,3,0"
"2014-10-04,194.3652,677.8221,281.758,107.3326,415.4167,0,0,18.5,8,5,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,10,4,4,0"
"2014-10-05,82.13425,773.7384,233.4058,153.4494,278.2138,0,1,16.25,7,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,10,5,5,0"
"2014-10-06,178.3357,469.0888,228.6397,121.0292,292.1444,0,2,15.75,15,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,10,6,6,0"
"2014-10-07,141.8589,484.5786,220.5415,98.64064,286.0423,0,7,13,10,65,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,10,7,7,0"
"2014-10-08,134.8739,470.1747,265.6815,93.08572,297.8855,0,6,14.125,10,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,10,8,8,0"
"2014-10-09,134.3249,487.3574,221.0564,109.984,308.5491,0,5,17.875,10,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,10,9,9,0"
"2014-10-10,132.317,472.069,240.8132,0,350.0913,0,4,16.375,10,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,10,10,10,0"
"2014-10-11,181.0711,570.9333,268.9131,115.0883,413.4699,0,3,17,5,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,10,11,11,0"
"2014-10-12,97.98502,599.2651,285.6619,169.3104,347.9084,0,5,15.125,7,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,10,12,12,0"
"2014-10-13,129.8784,451.0108,199.0887,95.55433,290.0887,0,7,12.625,12,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,0,10,13,13,0"
"2014-10-14,175.0113,448.6703,238.238,94.20035,311.63,0,6,14,5,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,1,10,14,14,0"
"2014-10-15,206.8382,512.1308,218.8459,86.89658,316.9872,0,7,13.875,6,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,2,10,15,15,0"
"2014-10-16,147.5706,442.3691,208.7153,88.32738,267.6477,0,7,13.5,6,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,3,10,16,16,0"
"2014-10-17,144.3578,466.8027,192.3762,66.24924,297.5771,0,7,14.375,10,65,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,4,10,17,17,0"
"2014-10-18,158.1521,704.5134,287.1575,88.90353,332.714,0,7,15.25,7,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,5,10,18,18,0"
"2014-10-19,58.85341,641.1652,234.5302,113.1311,322.7197,0,7,17.375,13,95,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,6,10,19,19,0"
"2014-10-20,158.3826,384.8418,175.0819,71.67754,297.6405,0,6,14.625,18,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,0,10,20,20,0"
"2014-10-21,125.364,407.3623,184.6437,60.78244,291.7046,0,7,12.5,9,63,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,1,10,21,21,0"
"2014-10-22,127.7651,418.3115,165.2955,84.06271,285.1718,0,6,13,12,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,2,10,22,22,0"
"2014-10-23,144.2177,445.2841,153.0613,84.83645,283.1778,0,6,13.125,7,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,3,10,23,23,0"
"2014-10-24,203.1736,452.5204,187.2333,55.07257,318.982,23.09775,7,13.5,9,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,4,10,24,24,0"
"2014-10-25,191.4253,546.5096,247.13,103.275,307.4482,0,7,12.125,7,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""herbstferien"",1,0,0,0,0,5,10,25,25,0"
"2014-10-26,116.4879,623.5655,312.556,161.6762,370.5367,47.82832,5,12.75,9,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,10,26,26,0"
"2014-10-27,121.417,408.2296,173.884,99.26344,310.2626,38.09654,2,14.5,9,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,10,27,27,0"
"2014-10-28,136.0943,467.6944,271.4504,81.68377,307.1734,39.35865,0,13.875,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,10,28,28,0"
"2014-10-29,103.5696,411.2133,209.324,55.906,300.1086,0,7,8.375,7,20,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,10,29,29,0"
"2014-10-30,122.1822,451.6177,205.5844,75.61166,312.4935,35.96571,2,10.625,5,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,10,30,30,0"
"2014-10-31,132.4863,404.5799,278.5753,52.90747,303.6629,0,8,12.875,5,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,10,31,31,0"
"2014-11-01,142.5071,501.1272,266.5271,79.51778,355.9576,44.1953,2,16.5,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,11,1,1,0"
"2014-11-02,99.28859,643.0775,273.8307,148.6651,304.405,54.44426,3,15.375,10,21,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,11,2,2,0"
"2014-11-03,137.8229,385.8935,152.4621,52.60983,318.3591,38.55458,4,13.75,12,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,11,3,3,0"
"2014-11-04,103.1237,341.4333,154.0854,56.34446,311.1129,23.94275,7,11.625,8,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,11,4,4,0"
"2014-11-05,113.079,325.2106,159.0906,79.56126,293.3864,51.4136,7,9.5,11,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,5,5,0"
"2014-11-06,138.3995,367.7204,146.2431,61.56548,302.4718,44.90441,5,8.875,10,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,11,6,6,0"
"2014-11-07,125.3258,352.0717,147.5714,63.33561,331.3741,58.39795,0,8.625,9,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,11,7,7,0"
"2014-11-08,165.6635,521.9888,228.619,67.02087,300.6719,25.30769,6,10.25,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,11,8,8,0"
"2014-11-09,118.4469,686.6707,299.9262,140.816,376.124,60.71732,3,10.625,8,0,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,11,9,9,0"
"2014-11-10,132.4509,316.334,135.0316,71.58776,260.9496,26.79544,6,8.75,7,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,11,10,10,0"
"2014-11-11,122.8851,297.9769,120.902,69.44919,274.5674,66.26923,2,8.625,7,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,11,11,11,0"
"2014-11-12,95.3482,341.2942,118.8076,55.98752,271.0389,60.30463,7,9.75,10,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,12,12,0"
"2014-11-13,143.7504,313.8891,141.8966,72.52884,300.536,63.23518,7,10.75,4,28,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,3,11,13,13,0"
"2014-11-14,133.7743,333.8176,120.2763,69.99564,270.1707,59.03155,7,10.75,10,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,4,11,14,14,0"
"2014-11-15,157.9568,422.089,167.0408,68.79137,272.1116,41.75995,8,9.25,14,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,5,11,15,15,0"
"2014-11-16,69.27945,657.3349,201.4247,84.78446,302.564,74.00883,7,8,14,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,6,11,16,16,0"
"2014-11-17,138.7522,332.905,142.188,101.5704,291.7917,0,7,9.625,7,10,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,0,11,17,17,0"
"2014-11-18,134.6884,263.3797,153.3866,55.7952,217.234,19.77835,7,8.875,13,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,1,11,18,18,0"
"2014-11-19,131.262,289.9093,116.0914,0,218.3169,29.262,7,8.5,11,61,0,""0"",0,0,0,0,0,0,0,0,0,0,""0"",0,0,0,0,0,2,11,19,19,0"
